tag,depth_index,depth,sample_r,sample_q,forward_h_gram,adjoint_q_gram,backprop_beta_gram
iid_generic,21,0.525,0,2,-0.2593183281876118,2.1567506341232137,1.529737925439707
iid_generic,21,0.525,1,0,0.04773461972437057,2.2342296830170656,1.5120825100843296
iid_generic,21,0.525,1,1,0.14388934837317904,2.3480506917136315,1.6591853660992422
iid_generic,21,0.525,1,2,-0.07404837425600311,2.26443811580875,1.6434690321142702
iid_generic,21,0.525,2,0,-0.2593183281876118,2.1567506341232137,1.529737925439707
iid_generic,21,0.525,2,1,-0.07404837425600311,2.26443811580875,1.6434690321142702
iid_generic,21,0.525,2,2,0.3033075472928673,2.1859703335907805,1.6735298755544024
iid_generic,22,0.55,0,0,0.3800196317277835,2.1212665423825645,0.8576592766937249
iid_generic,22,0.55,0,1,0.048707741380044155,2.2279806257448964,1.1349984856598339
iid_generic,22,0.55,0,2,-0.2604582613720263,2.1499922533048657,0.9510663285981411
iid_generic,22,0.55,1,0,0.048707741380044155,2.2279806257448964,1.1349984856598339
iid_generic,22,0.55,1,1,0.1444572898633956,2.3444177404996878,1.7251049133053888
iid_generic,22,0.55,1,2,-0.07507608682006324,2.2603227868009044,1.3110793781060786
iid_generic,22,0.55,2,0,-0.2604582613720263,2.1499922533048657,0.9510663285981411
iid_generic,22,0.55,2,1,-0.07507608682006324,2.2603227868009044,1.3110793781060786
iid_generic,22,0.55,2,2,0.30620699400425294,2.181236528806379,1.1511834669420518
iid_generic,23,0.575,0,0,0.3864936266731656,2.0846317647066517,0.8997940741592615
iid_generic,23,0.575,0,1,0.051231745243805936,2.1773904686550463,1.1448937264620556
iid_generic,23,0.575,0,2,-0.2677883299782901,2.112600453551092,1.0032143056586993
iid_generic,23,0.575,1,0,0.051231745243805936,2.1773904686550463,1.1448937264620556
iid_generic,23,0.575,1,1,0.14386475111566036,2.278352106685247,1.9205087145685298
iid_generic,23,0.575,1,2,-0.07654405177296383,2.2086545671183657,1.4934737342806432
iid_generic,23,0.575,2,0,-0.2677883299782901,2.112600453551092,1.0032143056586993
iid_generic,23,0.575,2,1,-0.07654405177296383,2.2086545671183657,1.4934737342806432
iid_generic,23,0.575,2,2,0.31327947700508724,2.142919380961786,1.2592798180701608
iid_generic,24,0.6,0,0,0.3911606706515744,2.0611162077149223,0.9157650486055702
iid_generic,24,0.6,0,1,0.054152147662463894,2.1401704248050315,1.2029427122637921
iid_generic,24,0.6,0,2,-0.2725737786242781,2.085254967121093,0.9848864785047383
iid_generic,24,0.6,1,0,0.054152147662463894,2.1401704248050315,1.2029427122637921
iid_generic,24,0.6,1,1,0.14401790819686036,2.2251577060976726,1.800815644648246
iid_generic,24,0.6,1,2,-0.07947163375443013,2.166546456701566,1.367181583690063
iid_generic,24,0.6,2,0,-0.2725737786242781,2.085254967121093,0.9848864785047383
iid_generic,24,0.6,2,1,-0.07947163375443013,2.166546456701566,1.367181583690063
iid_generic,24,0.6,2,2,0.3179697893744711,2.111203500530562,1.199127950754226
iid_generic,25,0.625,0,0,0.3913684081822002,2.058365993653075,1.445788860482655
iid_generic,25,0.625,0,1,0.05392687297476662,2.14003704019922,1.6243619913748708
iid_generic,25,0.625,0,2,-0.271508479385038,2.0796348693577076,1.4912020095607472
iid_generic,25,0.625,1,0,0.05392687297476662,2.14003704019922,1.6243619913748708
iid_generic,25,0.625,1,1,0.14334422727172164,2.228002849089052,1.9038047727193825
iid_generic,25,0.625,1,2,-0.07799001328831447,2.163367676066601,1.6905795577818283
iid_generic,25,0.625,2,0,-0.271508479385038,2.0796348693577076,1.4912020095607472
iid_generic,25,0.625,2,1,-0.07799001328831447,2.163367676066601,1.6905795577818283
iid_generic,25,0.625,2,2,0.3170382826902117,2.1024828214179956,1.5652199595981344
iid_generic,26,0.65,0,0,0.39675301980176464,2.0349191405555187,1.4217026845745997
iid_generic,26,0.65,0,1,0.055420487164043825,2.111637570286495,1.6909677477895126
iid_generic,26,0.65,0,2,-0.2750749573922238,2.0551565324771652,1.4255599853201943
iid_generic,26,0.65,1,0,0.055420487164043825,2.111637570286495,1.6909677477895126
iid_generic,26,0.65,1,1,0.1429087717187252,2.194130961134212,2.0527054477234987
iid_generic,26,0.65,1,2,-0.07727285416574906,2.1338162890732617,1.725675539506171
iid_generic,26,0.65,2,0,-0.2750749573922238,2.0551565324771652,1.4255599853201943
iid_generic,26,0.65,2,1,-0.07727285416574906,2.1338162890732617,1.725675539506171
iid_generic,26,0.65,2,2,0.31999630170399246,2.0768942594187765,1.5183501517897608
iid_generic,27,0.675,0,0,0.40572739706747574,2.021370251007291,1.6364668471408486
iid_generic,27,0.675,0,1,0.05598495163342725,2.093463562560102,1.5977127177694832
iid_generic,27,0.675,0,2,-0.280861749842178,2.0412618863362053,1.532700310489057
iid_generic,27,0.675,1,0,0.05598495163342725,2.093463562560102,1.5977127177694832
